id,im_path,label_path,unlabelled,asphalt,dirt,mud,water,gravel,other-terrain,tree-trunk,tree-foliage,bush,fence,structure,pole,vehicle,rock,log,other-object,sky,grass
1624325929-216098825,./sample/images\1624325929-216098825.png,./sample/labels\1624325929-216098825.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624325936-721858499,./sample/images\1624325936-721858499.png,./sample/labels\1624325936-721858499.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624325945-897376361,./sample/images\1624325945-897376361.png,./sample/labels\1624325945-897376361.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624325950-721426713,./sample/images\1624325950-721426713.png,./sample/labels\1624325950-721426713.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624325956-081417445,./sample/images\1624325956-081417445.png,./sample/labels\1624325956-081417445.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1624325962-848488115,./sample/images\1624325962-848488115.png,./sample/labels\1624325962-848488115.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624325976-717540493,./sample/images\1624325976-717540493.png,./sample/labels\1624325976-717540493.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
1624325987-102760622,./sample/images\1624325987-102760622.png,./sample/labels\1624325987-102760622.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326000-502829503,./sample/images\1624326000-502829503.png,./sample/labels\1624326000-502829503.png,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
1624326006-599827108,./sample/images\1624326006-599827108.png,./sample/labels\1624326006-599827108.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326022-078587885,./sample/images\1624326022-078587885.png,./sample/labels\1624326022-078587885.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326024-288062669,./sample/images\1624326024-288062669.png,./sample/labels\1624326024-288062669.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326032-395054370,./sample/images\1624326032-395054370.png,./sample/labels\1624326032-395054370.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326038-425190459,./sample/images\1624326038-425190459.png,./sample/labels\1624326038-425190459.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1624326048-408108533,./sample/images\1624326048-408108533.png,./sample/labels\1624326048-408108533.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326053-902209902,./sample/images\1624326053-902209902.png,./sample/labels\1624326053-902209902.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326057-654158909,./sample/images\1624326057-654158909.png,./sample/labels\1624326057-654158909.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326060-200185677,./sample/images\1624326060-200185677.png,./sample/labels\1624326060-200185677.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326067-436292103,./sample/images\1624326067-436292103.png,./sample/labels\1624326067-436292103.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326077-017370739,./sample/images\1624326077-017370739.png,./sample/labels\1624326077-017370739.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326094-638395422,./sample/images\1624326094-638395422.png,./sample/labels\1624326094-638395422.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326100-936964475,./sample/images\1624326100-936964475.png,./sample/labels\1624326100-936964475.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326115-207572118,./sample/images\1624326115-207572118.png,./sample/labels\1624326115-207572118.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326125-526006157,./sample/images\1624326125-526006157.png,./sample/labels\1624326125-526006157.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326139-797829572,./sample/images\1624326139-797829572.png,./sample/labels\1624326139-797829572.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326154-134954075,./sample/images\1624326154-134954075.png,./sample/labels\1624326154-134954075.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326163-783080061,./sample/images\1624326163-783080061.png,./sample/labels\1624326163-783080061.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326170-014007910,./sample/images\1624326170-014007910.png,./sample/labels\1624326170-014007910.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
1624326185-290227016,./sample/images\1624326185-290227016.png,./sample/labels\1624326185-290227016.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326195-742162221,./sample/images\1624326195-742162221.png,./sample/labels\1624326195-742162221.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326200-231668082,./sample/images\1624326200-231668082.png,./sample/labels\1624326200-231668082.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326203-983273584,./sample/images\1624326203-983273584.png,./sample/labels\1624326203-983273584.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326205-327370950,./sample/images\1624326205-327370950.png,./sample/labels\1624326205-327370950.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1624326239-158444377,./sample/images\1624326239-158444377.png,./sample/labels\1624326239-158444377.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326240-167247389,./sample/images\1624326240-167247389.png,./sample/labels\1624326240-167247389.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326311-989469528,./sample/images\1624326311-989469528.png,./sample/labels\1624326311-989469528.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
1624326313-127197609,./sample/images\1624326313-127197609.png,./sample/labels\1624326313-127197609.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326313-464052392,./sample/images\1624326313-464052392.png,./sample/labels\1624326313-464052392.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1624326313-599120388,./sample/images\1624326313-599120388.png,./sample/labels\1624326313-599120388.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1624326313-865485026,./sample/images\1624326313-865485026.png,./sample/labels\1624326313-865485026.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326314-601183931,./sample/images\1624326314-601183931.png,./sample/labels\1624326314-601183931.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326320-430245300,./sample/images\1624326320-430245300.png,./sample/labels\1624326320-430245300.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326339-056274568,./sample/images\1624326339-056274568.png,./sample/labels\1624326339-056274568.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326350-379421753,./sample/images\1624326350-379421753.png,./sample/labels\1624326350-379421753.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326366-727593396,./sample/images\1624326366-727593396.png,./sample/labels\1624326366-727593396.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326377-715653406,./sample/images\1624326377-715653406.png,./sample/labels\1624326377-715653406.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326393-862939395,./sample/images\1624326393-862939395.png,./sample/labels\1624326393-862939395.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326394-867786692,./sample/images\1624326394-867786692.png,./sample/labels\1624326394-867786692.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1
1624326411-617802446,./sample/images\1624326411-617802446.png,./sample/labels\1624326411-617802446.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326420-531288332,./sample/images\1624326420-531288332.png,./sample/labels\1624326420-531288332.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326427-832023812,./sample/images\1624326427-832023812.png,./sample/labels\1624326427-832023812.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1
1624326439-021144748,./sample/images\1624326439-021144748.png,./sample/labels\1624326439-021144748.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1624326454-699424968,./sample/images\1624326454-699424968.png,./sample/labels\1624326454-699424968.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1
1624326467-094426445,./sample/images\1624326467-094426445.png,./sample/labels\1624326467-094426445.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1624326481-499413315,./sample/images\1624326481-499413315.png,./sample/labels\1624326481-499413315.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326488-802868002,./sample/images\1624326488-802868002.png,./sample/labels\1624326488-802868002.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326489-740485763,./sample/images\1624326489-740485763.png,./sample/labels\1624326489-740485763.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326500-595279466,./sample/images\1624326500-595279466.png,./sample/labels\1624326500-595279466.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326503-944593572,./sample/images\1624326503-944593572.png,./sample/labels\1624326503-944593572.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326506-758764938,./sample/images\1624326506-758764938.png,./sample/labels\1624326506-758764938.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326507-160649114,./sample/images\1624326507-160649114.png,./sample/labels\1624326507-160649114.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326507-830645504,./sample/images\1624326507-830645504.png,./sample/labels\1624326507-830645504.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1
1624326511-113836817,./sample/images\1624326511-113836817.png,./sample/labels\1624326511-113836817.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1
1624326524-581384173,./sample/images\1624326524-581384173.png,./sample/labels\1624326524-581384173.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1
1624326539-387913699,./sample/images\1624326539-387913699.png,./sample/labels\1624326539-387913699.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326540-393042929,./sample/images\1624326540-393042929.png,./sample/labels\1624326540-393042929.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326548-901968954,./sample/images\1624326548-901968954.png,./sample/labels\1624326548-901968954.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326561-498197926,./sample/images\1624326561-498197926.png,./sample/labels\1624326561-498197926.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1
1624326576-640180436,./sample/images\1624326576-640180436.png,./sample/labels\1624326576-640180436.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1624326584-010265973,./sample/images\1624326584-010265973.png,./sample/labels\1624326584-010265973.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1624326591-581359793,./sample/images\1624326591-581359793.png,./sample/labels\1624326591-581359793.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1624326597-678333173,./sample/images\1624326597-678333173.png,./sample/labels\1624326597-678333173.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1624326610-140519000,./sample/images\1624326610-140519000.png,./sample/labels\1624326610-140519000.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
1624326622-205211939,./sample/images\1624326622-205211939.png,./sample/labels\1624326622-205211939.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326624-746611982,./sample/images\1624326624-746611982.png,./sample/labels\1624326624-746611982.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326628-431632397,./sample/images\1624326628-431632397.png,./sample/labels\1624326628-431632397.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326633-592195723,./sample/images\1624326633-592195723.png,./sample/labels\1624326633-592195723.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326639-959127967,./sample/images\1624326639-959127967.png,./sample/labels\1624326639-959127967.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1624326654-361083070,./sample/images\1624326654-361083070.png,./sample/labels\1624326654-361083070.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326659-319268221,./sample/images\1624326659-319268221.png,./sample/labels\1624326659-319268221.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1624326665-416004821,./sample/images\1624326665-416004821.png,./sample/labels\1624326665-416004821.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326669-704461179,./sample/images\1624326669-704461179.png,./sample/labels\1624326669-704461179.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326674-125984763,./sample/images\1624326674-125984763.png,./sample/labels\1624326674-125984763.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326679-620518281,./sample/images\1624326679-620518281.png,./sample/labels\1624326679-620518281.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326686-990143827,./sample/images\1624326686-990143827.png,./sample/labels\1624326686-990143827.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326695-633246123,./sample/images\1624326695-633246123.png,./sample/labels\1624326695-633246123.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326699-318182054,./sample/images\1624326699-318182054.png,./sample/labels\1624326699-318182054.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326707-291264409,./sample/images\1624326707-291264409.png,./sample/labels\1624326707-291264409.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326708-032666956,./sample/images\1624326708-032666956.png,./sample/labels\1624326708-032666956.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326718-413606264,./sample/images\1624326718-413606264.png,./sample/labels\1624326718-413606264.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326731-947517609,./sample/images\1624326731-947517609.png,./sample/labels\1624326731-947517609.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326741-662556058,./sample/images\1624326741-662556058.png,./sample/labels\1624326741-662556058.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326751-444606944,./sample/images\1624326751-444606944.png,./sample/labels\1624326751-444606944.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326757-541664072,./sample/images\1624326757-541664072.png,./sample/labels\1624326757-541664072.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326770-071164430,./sample/images\1624326770-071164430.png,./sample/labels\1624326770-071164430.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326783-336946794,./sample/images\1624326783-336946794.png,./sample/labels\1624326783-336946794.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326787-222826269,./sample/images\1624326787-222826269.png,./sample/labels\1624326787-222826269.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1624326789-232939667,./sample/images\1624326789-232939667.png,./sample/labels\1624326789-232939667.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326796-940896965,./sample/images\1624326796-940896965.png,./sample/labels\1624326796-940896965.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326805-246108492,./sample/images\1624326805-246108492.png,./sample/labels\1624326805-246108492.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326821-125160407,./sample/images\1624326821-125160407.png,./sample/labels\1624326821-125160407.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326832-649208734,./sample/images\1624326832-649208734.png,./sample/labels\1624326832-649208734.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1624326839-416270156,./sample/images\1624326839-416270156.png,./sample/labels\1624326839-416270156.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1624326839-684845367,./sample/images\1624326839-684845367.png,./sample/labels\1624326839-684845367.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1624326840-891214285,./sample/images\1624326840-891214285.png,./sample/labels\1624326840-891214285.png,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
1624326850-203370396,./sample/images\1624326850-203370396.png,./sample/labels\1624326850-203370396.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326858-176645368,./sample/images\1624326858-176645368.png,./sample/labels\1624326858-176645368.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326872-179531922,./sample/images\1624326872-179531922.png,./sample/labels\1624326872-179531922.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326881-497662313,./sample/images\1624326881-497662313.png,./sample/labels\1624326881-497662313.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1624326892-212719084,./sample/images\1624326892-212719084.png,./sample/labels\1624326892-212719084.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326903-535858717,./sample/images\1624326903-535858717.png,./sample/labels\1624326903-535858717.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326908-895907339,./sample/images\1624326908-895907339.png,./sample/labels\1624326908-895907339.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1624326912-379864428,./sample/images\1624326912-379864428.png,./sample/labels\1624326912-379864428.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624326919-012953395,./sample/images\1624326919-012953395.png,./sample/labels\1624326919-012953395.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326929-867183358,./sample/images\1624326929-867183358.png,./sample/labels\1624326929-867183358.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326941-257852669,./sample/images\1624326941-257852669.png,./sample/labels\1624326941-257852669.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1624326947-890121756,./sample/images\1624326947-890121756.png,./sample/labels\1624326947-890121756.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326954-054076658,./sample/images\1624326954-054076658.png,./sample/labels\1624326954-054076658.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326964-908330718,./sample/images\1624326964-908330718.png,./sample/labels\1624326964-908330718.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326971-211994455,./sample/images\1624326971-211994455.png,./sample/labels\1624326971-211994455.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624326978-844494002,./sample/images\1624326978-844494002.png,./sample/labels\1624326978-844494002.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326985-812427253,./sample/images\1624326985-812427253.png,./sample/labels\1624326985-812427253.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624326994-658372548,./sample/images\1624326994-658372548.png,./sample/labels\1624326994-658372548.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327000-217610420,./sample/images\1624327000-217610420.png,./sample/labels\1624327000-217610420.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327012-076637373,./sample/images\1624327012-076637373.png,./sample/labels\1624327012-076637373.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327023-533823511,./sample/images\1624327023-533823511.png,./sample/labels\1624327023-533823511.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327034-588869428,./sample/images\1624327034-588869428.png,./sample/labels\1624327034-588869428.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327043-902057142,./sample/images\1624327043-902057142.png,./sample/labels\1624327043-902057142.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327049-328968626,./sample/images\1624327049-328968626.png,./sample/labels\1624327049-328968626.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1624327052-681517067,./sample/images\1624327052-681517067.png,./sample/labels\1624327052-681517067.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327060-317148545,./sample/images\1624327060-317148545.png,./sample/labels\1624327060-317148545.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327070-635173476,./sample/images\1624327070-635173476.png,./sample/labels\1624327070-635173476.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327079-948224448,./sample/images\1624327079-948224448.png,./sample/labels\1624327079-948224448.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327083-432221506,./sample/images\1624327083-432221506.png,./sample/labels\1624327083-432221506.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327094-019377356,./sample/images\1624327094-019377356.png,./sample/labels\1624327094-019377356.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327101-522373694,./sample/images\1624327101-522373694.png,./sample/labels\1624327101-522373694.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327110-239721073,./sample/images\1624327110-239721073.png,./sample/labels\1624327110-239721073.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327119-545541191,./sample/images\1624327119-545541191.png,./sample/labels\1624327119-545541191.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327132-007620580,./sample/images\1624327132-007620580.png,./sample/labels\1624327132-007620580.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327133-414642820,./sample/images\1624327133-414642820.png,./sample/labels\1624327133-414642820.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327134-620642760,./sample/images\1624327134-620642760.png,./sample/labels\1624327134-620642760.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327143-799756415,./sample/images\1624327143-799756415.png,./sample/labels\1624327143-799756415.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327150-839873430,./sample/images\1624327150-839873430.png,./sample/labels\1624327150-839873430.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1624327160-483727812,./sample/images\1624327160-483727812.png,./sample/labels\1624327160-483727812.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327165-240592440,./sample/images\1624327165-240592440.png,./sample/labels\1624327165-240592440.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327171-872887800,./sample/images\1624327171-872887800.png,./sample/labels\1624327171-872887800.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327174-888633878,./sample/images\1624327174-888633878.png,./sample/labels\1624327174-888633878.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327178-572986004,./sample/images\1624327178-572986004.png,./sample/labels\1624327178-572986004.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327187-083123608,./sample/images\1624327187-083123608.png,./sample/labels\1624327187-083123608.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327193-648162616,./sample/images\1624327193-648162616.png,./sample/labels\1624327193-648162616.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1624327197-804537814,./sample/images\1624327197-804537814.png,./sample/labels\1624327197-804537814.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1
1624327203-363222475,./sample/images\1624327203-363222475.png,./sample/labels\1624327203-363222475.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327220-247411269,./sample/images\1624327220-247411269.png,./sample/labels\1624327220-247411269.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327225-005537495,./sample/images\1624327225-005537495.png,./sample/labels\1624327225-005537495.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327235-791368905,./sample/images\1624327235-791368905.png,./sample/labels\1624327235-791368905.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
1624327237-869184981,./sample/images\1624327237-869184981.png,./sample/labels\1624327237-869184981.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327247-918547688,./sample/images\1624327247-918547688.png,./sample/labels\1624327247-918547688.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327253-747576928,./sample/images\1624327253-747576928.png,./sample/labels\1624327253-747576928.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1624327259-442710805,./sample/images\1624327259-442710805.png,./sample/labels\1624327259-442710805.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327264-199667565,./sample/images\1624327264-199667565.png,./sample/labels\1624327264-199667565.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327272-246340249,./sample/images\1624327272-246340249.png,./sample/labels\1624327272-246340249.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1624327287-247796733,./sample/images\1624327287-247796733.png,./sample/labels\1624327287-247796733.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1624327296-092450060,./sample/images\1624327296-092450060.png,./sample/labels\1624327296-092450060.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327305-070085489,./sample/images\1624327305-070085489.png,./sample/labels\1624327305-070085489.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327317-131107430,./sample/images\1624327317-131107430.png,./sample/labels\1624327317-131107430.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327323-696150662,./sample/images\1624327323-696150662.png,./sample/labels\1624327323-696150662.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327332-272408499,./sample/images\1624327332-272408499.png,./sample/labels\1624327332-272408499.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1624327342-992291621,./sample/images\1624327342-992291621.png,./sample/labels\1624327342-992291621.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1624327352-037787335,./sample/images\1624327352-037787335.png,./sample/labels\1624327352-037787335.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
