id,im_path,label_path,labels
1623372522-961268215,./sample/images\1623372522-961268215.png,./sample/labels\1623372522-961268215.png,"['fence', 'grass', 'structure', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'vehicle', 'dirt']"
1623377790-818434554,./sample/images\1623377790-818434554.png,./sample/labels\1623377790-818434554.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377792-158486120,./sample/images\1623377792-158486120.png,./sample/labels\1623377792-158486120.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377796-111739618,./sample/images\1623377796-111739618.png,./sample/labels\1623377796-111739618.png,"['grass', 'structure', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377799-999188899,./sample/images\1623377799-999188899.png,./sample/labels\1623377799-999188899.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377800-668195159,./sample/images\1623377800-668195159.png,./sample/labels\1623377800-668195159.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377804-620552356,./sample/images\1623377804-620552356.png,./sample/labels\1623377804-620552356.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377808-573506127,./sample/images\1623377808-573506127.png,./sample/labels\1623377808-573506127.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377812-526645347,./sample/images\1623377812-526645347.png,./sample/labels\1623377812-526645347.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377816-412682847,./sample/images\1623377816-412682847.png,./sample/labels\1623377816-412682847.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377820-365669803,./sample/images\1623377820-365669803.png,./sample/labels\1623377820-365669803.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377824-185479577,./sample/images\1623377824-185479577.png,./sample/labels\1623377824-185479577.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377828-070808369,./sample/images\1623377828-070808369.png,./sample/labels\1623377828-070808369.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377832-091091936,./sample/images\1623377832-091091936.png,./sample/labels\1623377832-091091936.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377835-976766218,./sample/images\1623377835-976766218.png,./sample/labels\1623377835-976766218.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377839-862852071,./sample/images\1623377839-862852071.png,./sample/labels\1623377839-862852071.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377843-615491545,./sample/images\1623377843-615491545.png,./sample/labels\1623377843-615491545.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377847-500911766,./sample/images\1623377847-500911766.png,./sample/labels\1623377847-500911766.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377851-324119980,./sample/images\1623377851-324119980.png,./sample/labels\1623377851-324119980.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377852-593036825,./sample/images\1623377852-593036825.png,./sample/labels\1623377852-593036825.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377852-995040559,./sample/images\1623377852-995040559.png,./sample/labels\1623377852-995040559.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377853-396881022,./sample/images\1623377853-396881022.png,./sample/labels\1623377853-396881022.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377857-349976688,./sample/images\1623377857-349976688.png,./sample/labels\1623377857-349976688.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377861-438328168,./sample/images\1623377861-438328168.png,./sample/labels\1623377861-438328168.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377865-055096469,./sample/images\1623377865-055096469.png,./sample/labels\1623377865-055096469.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377865-457246899,./sample/images\1623377865-457246899.png,./sample/labels\1623377865-457246899.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377869-477326520,./sample/images\1623377869-477326520.png,./sample/labels\1623377869-477326520.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377873-564128611,./sample/images\1623377873-564128611.png,./sample/labels\1623377873-564128611.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377877-522327025,./sample/images\1623377877-522327025.png,./sample/labels\1623377877-522327025.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377881-738147501,./sample/images\1623377881-738147501.png,./sample/labels\1623377881-738147501.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377885-892902587,./sample/images\1623377885-892902587.png,./sample/labels\1623377885-892902587.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377889-845208934,./sample/images\1623377889-845208934.png,./sample/labels\1623377889-845208934.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377894-071436037,./sample/images\1623377894-071436037.png,./sample/labels\1623377894-071436037.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377897-818327642,./sample/images\1623377897-818327642.png,./sample/labels\1623377897-818327642.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377899-024354591,./sample/images\1623377899-024354591.png,./sample/labels\1623377899-024354591.png,"['sky', 'tree-foliage', 'tree-trunk']"
1623377903-245299288,./sample/images\1623377903-245299288.png,./sample/labels\1623377903-245299288.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky']"
1623377905-860742547,./sample/images\1623377905-860742547.png,./sample/labels\1623377905-860742547.png,"['sky', 'tree-foliage', 'tree-trunk']"
1623377907-268604701,./sample/images\1623377907-268604701.png,./sample/labels\1623377907-268604701.png,"['grass', 'tree-foliage', 'tree-trunk', 'rock', 'sky', 'dirt']"
1623377911-352411731,./sample/images\1623377911-352411731.png,./sample/labels\1623377911-352411731.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377913-228868211,./sample/images\1623377913-228868211.png,./sample/labels\1623377913-228868211.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377914-976167099,./sample/images\1623377914-976167099.png,./sample/labels\1623377914-976167099.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377918-856426136,./sample/images\1623377918-856426136.png,./sample/labels\1623377918-856426136.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377921-000895815,./sample/images\1623377921-000895815.png,./sample/labels\1623377921-000895815.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt', 'other-terrain']"
1623377925-159527445,./sample/images\1623377925-159527445.png,./sample/labels\1623377925-159527445.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377928-906440235,./sample/images\1623377928-906440235.png,./sample/labels\1623377928-906440235.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377932-457500069,./sample/images\1623377932-457500069.png,./sample/labels\1623377932-457500069.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377933-730497020,./sample/images\1623377933-730497020.png,./sample/labels\1623377933-730497020.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377936-611540335,./sample/images\1623377936-611540335.png,./sample/labels\1623377936-611540335.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377937-885263562,./sample/images\1623377937-885263562.png,./sample/labels\1623377937-885263562.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'rock', 'sky', 'dirt']"
1623377938-487636925,./sample/images\1623377938-487636925.png,./sample/labels\1623377938-487636925.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377940-631594323,./sample/images\1623377940-631594323.png,./sample/labels\1623377940-631594323.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377944-584645794,./sample/images\1623377944-584645794.png,./sample/labels\1623377944-584645794.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377947-945370865,./sample/images\1623377947-945370865.png,./sample/labels\1623377947-945370865.png,"['grass', 'tree-foliage', 'tree-trunk', 'rock', 'sky', 'dirt']"
1623377949-478073244,./sample/images\1623377949-478073244.png,./sample/labels\1623377949-478073244.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377950-815682737,./sample/images\1623377950-815682737.png,./sample/labels\1623377950-815682737.png,"['tree-foliage', 'grass', 'tree-trunk', 'dirt']"
1623377953-562703868,./sample/images\1623377953-562703868.png,./sample/labels\1623377953-562703868.png,"['tree-foliage', 'grass', 'tree-trunk', 'dirt']"
1623377955-572774704,./sample/images\1623377955-572774704.png,./sample/labels\1623377955-572774704.png,"['grass', 'tree-foliage', 'tree-trunk', 'rock', 'sky', 'dirt']"
1623377959-258456400,./sample/images\1623377959-258456400.png,./sample/labels\1623377959-258456400.png,"['grass', 'tree-foliage', 'tree-trunk', 'rock', 'sky', 'dirt']"
1623377963-278224325,./sample/images\1623377963-278224325.png,./sample/labels\1623377963-278224325.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377967-230808446,./sample/images\1623377967-230808446.png,./sample/labels\1623377967-230808446.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377971-116875354,./sample/images\1623377971-116875354.png,./sample/labels\1623377971-116875354.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377971-453577297,./sample/images\1623377971-453577297.png,./sample/labels\1623377971-453577297.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377975-271355579,./sample/images\1623377975-271355579.png,./sample/labels\1623377975-271355579.png,"['grass', 'structure', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377979-089901258,./sample/images\1623377979-089901258.png,./sample/labels\1623377979-089901258.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377980-496903945,./sample/images\1623377980-496903945.png,./sample/labels\1623377980-496903945.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377981-769909696,./sample/images\1623377981-769909696.png,./sample/labels\1623377981-769909696.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377982-373959494,./sample/images\1623377982-373959494.png,./sample/labels\1623377982-373959494.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377985-119926108,./sample/images\1623377985-119926108.png,./sample/labels\1623377985-119926108.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377986-459930472,./sample/images\1623377986-459930472.png,./sample/labels\1623377986-459930472.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377987-465772858,./sample/images\1623377987-465772858.png,./sample/labels\1623377987-465772858.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377991-484956210,./sample/images\1623377991-484956210.png,./sample/labels\1623377991-484956210.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623377992-155101407,./sample/images\1623377992-155101407.png,./sample/labels\1623377992-155101407.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377996-042874160,./sample/images\1623377996-042874160.png,./sample/labels\1623377996-042874160.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623377999-927081393,./sample/images\1623377999-927081393.png,./sample/labels\1623377999-927081393.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378003-815858836,./sample/images\1623378003-815858836.png,./sample/labels\1623378003-815858836.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378007-766078007,./sample/images\1623378007-766078007.png,./sample/labels\1623378007-766078007.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378008-637211743,./sample/images\1623378008-637211743.png,./sample/labels\1623378008-637211743.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378012-724189554,./sample/images\1623378012-724189554.png,./sample/labels\1623378012-724189554.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378015-806181086,./sample/images\1623378015-806181086.png,./sample/labels\1623378015-806181086.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378019-764770784,./sample/images\1623378019-764770784.png,./sample/labels\1623378019-764770784.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378022-174333518,./sample/images\1623378022-174333518.png,./sample/labels\1623378022-174333518.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378025-856173264,./sample/images\1623378025-856173264.png,./sample/labels\1623378025-856173264.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378028-207022661,./sample/images\1623378028-207022661.png,./sample/labels\1623378028-207022661.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378029-675218456,./sample/images\1623378029-675218456.png,./sample/labels\1623378029-675218456.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378032-556530393,./sample/images\1623378032-556530393.png,./sample/labels\1623378032-556530393.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378036-576337168,./sample/images\1623378036-576337168.png,./sample/labels\1623378036-576337168.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378040-663263297,./sample/images\1623378040-663263297.png,./sample/labels\1623378040-663263297.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378044-951406520,./sample/images\1623378044-951406520.png,./sample/labels\1623378044-951406520.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378048-770309081,./sample/images\1623378048-770309081.png,./sample/labels\1623378048-770309081.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378052-924415463,./sample/images\1623378052-924415463.png,./sample/labels\1623378052-924415463.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378056-408820286,./sample/images\1623378056-408820286.png,./sample/labels\1623378056-408820286.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378060-361578239,./sample/images\1623378060-361578239.png,./sample/labels\1623378060-361578239.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378060-897430294,./sample/images\1623378060-897430294.png,./sample/labels\1623378060-897430294.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378065-319516305,./sample/images\1623378065-319516305.png,./sample/labels\1623378065-319516305.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378068-803884646,./sample/images\1623378068-803884646.png,./sample/labels\1623378068-803884646.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378072-823541174,./sample/images\1623378072-823541174.png,./sample/labels\1623378072-823541174.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378077-047296603,./sample/images\1623378077-047296603.png,./sample/labels\1623378077-047296603.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378080-863696224,./sample/images\1623378080-863696224.png,./sample/labels\1623378080-863696224.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378084-950581135,./sample/images\1623378084-950581135.png,./sample/labels\1623378084-950581135.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378089-037769133,./sample/images\1623378089-037769133.png,./sample/labels\1623378089-037769133.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378092-856932411,./sample/images\1623378092-856932411.png,./sample/labels\1623378092-856932411.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378096-742733258,./sample/images\1623378096-742733258.png,./sample/labels\1623378096-742733258.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623378100-628727011,./sample/images\1623378100-628727011.png,./sample/labels\1623378100-628727011.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378104-782743181,./sample/images\1623378104-782743181.png,./sample/labels\1623378104-782743181.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378108-869864807,./sample/images\1623378108-869864807.png,./sample/labels\1623378108-869864807.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378113-023908850,./sample/images\1623378113-023908850.png,./sample/labels\1623378113-023908850.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'pole', 'dirt']"
1623378116-976852316,./sample/images\1623378116-976852316.png,./sample/labels\1623378116-976852316.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378120-862861462,./sample/images\1623378120-862861462.png,./sample/labels\1623378120-862861462.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378121-939161959,./sample/images\1623378121-939161959.png,./sample/labels\1623378121-939161959.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'pole', 'dirt']"
1623378122-671907566,./sample/images\1623378122-671907566.png,./sample/labels\1623378122-671907566.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378123-274781529,./sample/images\1623378123-274781529.png,./sample/labels\1623378123-274781529.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378124-414282018,./sample/images\1623378124-414282018.png,./sample/labels\1623378124-414282018.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378124-681919295,./sample/images\1623378124-681919295.png,./sample/labels\1623378124-681919295.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378125-151238265,./sample/images\1623378125-151238265.png,./sample/labels\1623378125-151238265.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378129-238006114,./sample/images\1623378129-238006114.png,./sample/labels\1623378129-238006114.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378131-180935611,./sample/images\1623378131-180935611.png,./sample/labels\1623378131-180935611.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378132-721958851,./sample/images\1623378132-721958851.png,./sample/labels\1623378132-721958851.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378135-737112963,./sample/images\1623378135-737112963.png,./sample/labels\1623378135-737112963.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378138-084657140,./sample/images\1623378138-084657140.png,./sample/labels\1623378138-084657140.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378141-901049913,./sample/images\1623378141-901049913.png,./sample/labels\1623378141-901049913.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378142-571052671,./sample/images\1623378142-571052671.png,./sample/labels\1623378142-571052671.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378146-524053932,./sample/images\1623378146-524053932.png,./sample/labels\1623378146-524053932.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378148-133929955,./sample/images\1623378148-133929955.png,./sample/labels\1623378148-133929955.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378152-018034142,./sample/images\1623378152-018034142.png,./sample/labels\1623378152-018034142.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'pole']"
1623378156-038256650,./sample/images\1623378156-038256650.png,./sample/labels\1623378156-038256650.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378160-195397390,./sample/images\1623378160-195397390.png,./sample/labels\1623378160-195397390.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole']"
1623378164-217282380,./sample/images\1623378164-217282380.png,./sample/labels\1623378164-217282380.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole']"
1623378168-299205478,./sample/images\1623378168-299205478.png,./sample/labels\1623378168-299205478.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378168-969615071,./sample/images\1623378168-969615071.png,./sample/labels\1623378168-969615071.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378172-989205484,./sample/images\1623378172-989205484.png,./sample/labels\1623378172-989205484.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378176-945366006,./sample/images\1623378176-945366006.png,./sample/labels\1623378176-945366006.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378180-829582871,./sample/images\1623378180-829582871.png,./sample/labels\1623378180-829582871.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378184-714329394,./sample/images\1623378184-714329394.png,./sample/labels\1623378184-714329394.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623378188-533539907,./sample/images\1623378188-533539907.png,./sample/labels\1623378188-533539907.png,"['grass', 'tree-foliage', 'sky', 'pole', 'dirt']"
1623378192-352527656,./sample/images\1623378192-352527656.png,./sample/labels\1623378192-352527656.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378196-172487709,./sample/images\1623378196-172487709.png,./sample/labels\1623378196-172487709.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378199-789699200,./sample/images\1623378199-789699200.png,./sample/labels\1623378199-789699200.png,"['grass', 'structure', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378203-542842251,./sample/images\1623378203-542842251.png,./sample/labels\1623378203-542842251.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378205-886504700,./sample/images\1623378205-886504700.png,./sample/labels\1623378205-886504700.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378206-623427345,./sample/images\1623378206-623427345.png,./sample/labels\1623378206-623427345.png,"['grass', 'tree-foliage', 'sky', 'pole', 'dirt']"
1623378210-308543285,./sample/images\1623378210-308543285.png,./sample/labels\1623378210-308543285.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378214-261530690,./sample/images\1623378214-261530690.png,./sample/labels\1623378214-261530690.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378218-282598167,./sample/images\1623378218-282598167.png,./sample/labels\1623378218-282598167.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378222-167588095,./sample/images\1623378222-167588095.png,./sample/labels\1623378222-167588095.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378226-120683825,./sample/images\1623378226-120683825.png,./sample/labels\1623378226-120683825.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'dirt']"
1623378229-270646177,./sample/images\1623378229-270646177.png,./sample/labels\1623378229-270646177.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378233-491165381,./sample/images\1623378233-491165381.png,./sample/labels\1623378233-491165381.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378237-912672804,./sample/images\1623378237-912672804.png,./sample/labels\1623378237-912672804.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378242-468759815,./sample/images\1623378242-468759815.png,./sample/labels\1623378242-468759815.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378246-622961562,./sample/images\1623378246-622961562.png,./sample/labels\1623378246-622961562.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378250-776729879,./sample/images\1623378250-776729879.png,./sample/labels\1623378250-776729879.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378254-863989688,./sample/images\1623378254-863989688.png,./sample/labels\1623378254-863989688.png,"['grass', 'structure', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378258-816972101,./sample/images\1623378258-816972101.png,./sample/labels\1623378258-816972101.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378261-499157223,./sample/images\1623378261-499157223.png,./sample/labels\1623378261-499157223.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378264-712883754,./sample/images\1623378264-712883754.png,./sample/labels\1623378264-712883754.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'pole', 'dirt']"
1623378269-001015297,./sample/images\1623378269-001015297.png,./sample/labels\1623378269-001015297.png,"['grass', 'tree-foliage', 'gravel', 'sky', 'pole', 'dirt']"
1623378270-944032670,./sample/images\1623378270-944032670.png,./sample/labels\1623378270-944032670.png,"['grass', 'tree-foliage', 'tree-trunk', 'gravel', 'sky', 'dirt']"
1623378275-166286200,./sample/images\1623378275-166286200.png,./sample/labels\1623378275-166286200.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole']"
1623378275-432854401,./sample/images\1623378275-432854401.png,./sample/labels\1623378275-432854401.png,"['sky', 'pole', 'grass', 'tree-foliage']"
1623378276-504961666,./sample/images\1623378276-504961666.png,./sample/labels\1623378276-504961666.png,"['grass', 'tree-foliage', 'sky', 'pole', 'dirt']"
1623378280-324006442,./sample/images\1623378280-324006442.png,./sample/labels\1623378280-324006442.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole']"
1623378283-607852795,./sample/images\1623378283-607852795.png,./sample/labels\1623378283-607852795.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378287-560023904,./sample/images\1623378287-560023904.png,./sample/labels\1623378287-560023904.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378291-513085360,./sample/images\1623378291-513085360.png,./sample/labels\1623378291-513085360.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378295-466012889,./sample/images\1623378295-466012889.png,./sample/labels\1623378295-466012889.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378299-486220037,./sample/images\1623378299-486220037.png,./sample/labels\1623378299-486220037.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'pole', 'dirt']"
1623378301-228127522,./sample/images\1623378301-228127522.png,./sample/labels\1623378301-228127522.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
